image,label_index,name_en,name_zh,faction,level,is_upgraded
11/11_9.png,11,,,,0,False
5/5_18.png,5,,,,0,False
25/25_19.png,25,,,,0,False
18/18_57.png,18,,,,0,False
10/10_56.png,10,,,,0,False
8/8_18.png,8,,,,0,False
6/6_17.png,6,,,,0,False
8/8_23.png,8,,,,0,False
25/25_18.png,25,,,,0,False
5/5_62.png,5,,,,0,False
24/24_0.png,24,,,,0,False
17/17_53.png,17,,,,0,False
26/26_26.png,26,,,,0,False
21/21_10.png,21,,,,0,False
28/28_16.png,28,,,,0,False
27/27_13.png,27,,,,0,False
24/24_50.png,24,,,,0,False
6/6_9.png,6,,,,0,False
8/8_21.png,8,,,,0,False
12/12_27.png,12,,,,0,False
5/5_48.png,5,,,,0,False
19/19_52.png,19,,,,0,False
1/1_63.png,1,,,,0,False
1/1_58.png,1,,,,0,False
6/6_55.png,6,,,,0,False
9/9_35.png,9,,,,0,False
5/5_14.png,5,,,,0,False
17/17_8.png,17,,,,0,False
1/1_28.png,1,,,,0,False
17/17_33.png,17,,,,0,False
27/27_20.png,27,,,,0,False
4/4_23.png,4,,,,0,False
3/3_43.png,3,,,,0,False
2/2_40.png,2,,,,0,False
2/2_2.png,2,,,,0,False
22/22_36.png,22,,,,0,False
2/2_9.png,2,,,,0,False
18/18_33.png,18,,,,0,False
20/20_46.png,20,,,,0,False
20/20_2.png,20,,,,0,False
28/28_33.png,28,,,,0,False
22/22_45.png,22,,,,0,False
3/3_39.png,3,,,,0,False
25/25_3.png,25,,,,0,False
28/28_59.png,28,,,,0,False
15/15_19.png,15,,,,0,False
13/13_56.png,13,,,,0,False
20/20_1.png,20,,,,0,False
25/25_37.png,25,,,,0,False
6/6_42.png,6,,,,0,False
18/18_17.png,18,,,,0,False
9/9_16.png,9,,,,0,False
0/0_50.png,0,,,,0,False
6/6_31.png,6,,,,0,False
5/5_17.png,5,,,,0,False
8/8_10.png,8,,,,0,False
25/25_57.png,25,,,,0,False
2/2_10.png,2,,,,0,False
20/20_58.png,20,,,,0,False
22/22_59.png,22,,,,0,False
23/23_48.png,23,,,,0,False
12/12_36.png,12,,,,0,False
0/0_29.png,0,,,,0,False
23/23_13.png,23,,,,0,False
27/27_1.png,27,,,,0,False
15/15_6.png,15,,,,0,False
17/17_56.png,17,,,,0,False
0/0_53.png,0,,,,0,False
7/7_14.png,7,,,,0,False
15/15_11.png,15,,,,0,False
17/17_22.png,17,,,,0,False
